,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
AUDd,0.000246036,0,0,0.007173484,0.000558393,0,0.001450849,0.002560124,0.003065395,0.00019075,0,0,0,0,0.00120433,0.039280218,9.57859E-05,0.929746806,1.149035778,0.869961896,0,0,0,0,0.040030118,0.001631507,0.000757863,0,0.013658136,0,0.017167633,0,0.000403039,6.3926E-05,0.001474867,1.374882638,0,0.01601465,0.013502404,0.000342004,0.016165369,0,4.757E-06,0.000314983,6.03058E-05,0.220850385,0.105476265,0.011180615,0.00887963,9.63215E-05,0.000124389,0,0,0,0.030800986,0.000499636,0.004273795,0.005939862,0,0.235850935,0.07178182,0.49339673,0,0,0.001057175,2.25259E-05,4.70713E-05,0.002600805,0.01657202,0.000359081,0,0.035397117,0.030532658,0,0.000906796,0.023322939,0.000180051,0.001074041,0,0.001018384,0,0,0.005676428,0,0.000125288,0.000710057,0,0,0.098888066,0.039120102,0.13026523,8.00106E-05,6.51232E-05,0,0.002642173,0.121207281,0,0,0,0.269847965,4.72326E-06,0.00211095,0,0,0.024225344,2.99469E-05,0.00014694,0.012908302,0.008160038,0.000401323,0,0,0.00159057,0,9.01732E-05,5.26368E-05,0.113830349,0.002124344,0.00093967,0.004375423,0,0.04145006,0.00812379,0.001818236,0.007306658,0.000606238,0.001257568,0,0,0,0,0.001179549,0.029554721,0,0.029674988,0.004874297,0.001518202,0,0.016792726,0.022959766,0.000917704,0.0029834,0,1.122120995,0,0,0.000103424,0,2.12774E-06,0,0.001503324,0,0.000142669,0.00116384,0.028995634,0.019806148,0,0,0.05089384,0,0.820063802,0.067974322,0,0,0.001962001,0.000634004,0.011905828,0,0.007243024,0,0.001046165,0.038062266,0.000538565,0.000948898,0.00137707,0.000694377,0.382707237,0.098360006,0,0,0.853318846,0,0.097151368,0,0,0.001218752,0,2.73899E-05,0.00045487,0.738675318,0.000681547,0.001494268,0,0.003857844,0.000125138,0.000251912,0,0.000333469,0.000800289,0.014801516,0.449252564,0.275967457,0.139676527,0.266592137,0.018650549,0.034920688,0.000642002,0,0.022523694,0.027661641,0.000306426,0.00025162,7.84784E-05
AUDp,0,0,0,0,0,0,0,0,0,0,0,0,0.002344434,0,0,0,0,0.055179103,0,0.134987025,0,0,0,0,0.018063596,0,0.001612538,0,0.002877464,0,0,0,0,8.64001E-05,0,0,0,0.007734075,0.005897335,0.000438399,0,0,0,0,0,0,0,0,0,0,0.000431117,1.10891E-05,0,0,0,3.19434E-05,0,0,0,0.07273325,0.146636847,0.399937609,0,0,0,0,0.000270555,0,0,0,0,0,0,0,0,0.028520183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008395088,0.074738403,9.45687E-06,0,8.02037E-05,0.102279484,0,0,0,0,0,0,0,0.000623843,0.00034787,0.009313991,0,4.45948E-05,0,0,5.58549E-05,0,0,0,0.000208568,0,0,0.033444564,0,0,0,0.001051436,0,0,0.000140258,0,0,0,0,0,0,0,0,0.002852369,0.004997054,0.017551281,0.00280674,0,0.000735593,0.002697087,0.017084648,0,0,0,0.255109886,0,0,1.95401E-05,0,0,0,0,0,0,0,0,0,0,0,0.014510355,0,0,0,0,0,0.001536427,0,0.00234822,0.007324207,0.002770545,0,0,0,8.71673E-05,0,0,0,0,0,0,0,0.094180646,0,0,0,0,0,0,0,0,0,0,0.000493845,0,0,0,0,0,0.000487741,0,0,0.104701918,0,0,0.010788593,0,0,0,0,0,0,0,0,1.3753E-05
AUDv,0.00865336,0.028072334,0.000165627,0.291747606,7.36485E-06,0.00559508,0.069311224,0.009122356,0.072149475,4.05675E-05,0,0,0,0,0.003302773,0.002186675,0,0.767585683,1.245123336,0.862850308,0.000414155,0.179819105,0.035338887,0.039530733,0,0,0.00995801,0.200758939,0.010633571,0.012650848,0.05389451,0,0.008509151,0,0,1.356777758,0.000758739,0.013879008,0.024803184,0.000122857,0,0.00714202,0,0.004916209,0.000501383,0.369471212,0,0,0.071274934,0.000960858,0,0,0.029087786,0.022962422,0.122942519,0,0,0,0.011234012,0.158138413,0.156906899,0.379343469,0.077739425,0.003940361,0.003653025,0,7.02068E-05,0.001618751,0.154914197,7.3762E-05,0,0,0,0.003532826,0.093588318,0,0.01061404,1.84948E-05,0,0,6.40749E-06,0.002312223,0.004957456,0.036041693,0.000192612,0.000371326,0.03833122,0.000624112,0.107033026,0.096110011,0.259677073,0.000156842,0.000123583,0,0.453215761,0.631180854,9.53606E-05,0.003590479,0.002415685,0.479363791,0,0.000694814,0.003532376,0,0.012387725,0.003614606,0,0.000391692,0.012334031,0,0.104696249,0.036847633,0.08332891,0,0,0.00392079,0.285448252,0,0,0.041079847,0.003101507,0.085261795,0.012514386,0,0.068486402,6.04806E-05,0.001433922,0.013491415,0.007852523,0.067208724,0.0003257,0.252294931,0.032282571,0,0.034783495,0.017857124,0,0,0.019295027,0.038050684,0.00034596,0.000306016,0.001128669,0.043793654,0.001486018,0.008333823,6.98077E-05,2.85612E-05,0,0.003365097,0.016268823,0.011041827,0,0.004957777,0.0380406,0.009167024,0.001816808,0,0.074498399,0.000593035,0.272485894,0,0,0.081409119,6.34965E-06,0.013579278,0.018522343,0.001506879,0.003557574,0.007375663,0.009116341,0.081464515,0.0002998,0,0,0,2.607645476,0.627216822,0,0,0.2316376,1.184646626,1.06580773,0.000522624,0,0,0.000309774,0.002297304,0.000684893,0.780096394,0,0.01687815,0,0,0.008158084,0,0,0.000174536,0.000456645,0.250047665,0,0,0,0,0.010091409,0,0.02255591,0.001742976,0.180558441,0.225138712,0,0.023552856,6.28753E-05
AV,0,0.461787482,0.241153606,0,0.003520819,0,0,0,0,0,0,0.001630859,0.00479622,0,0,0.005541467,8.09545E-05,0.010893483,0.00252403,0,0,0,0,0,0,0.000761101,0,0,0.000115509,0,0,0,0,0,0,0.920491774,0,0.00078886,0,0,0.009048665,0,0,0,0,0,0,0,0,0,0.000698476,1.37136E-06,0,0,0,0,0,0,0,2.62398E-06,0,0,0,0,0,0,8.8191E-05,0,0,0,0.075397753,0.00049138,0.002108129,0,0,0.047250388,0,0.000148742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238970022,1.111030876,0,0,0,0,0,0,0,0,0,0,0,0.000269994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128485,0,0,0,0,0,0,6.69914E-06,0,0.000206383,0.397060024,6.82447E-05,0,0.121249088,0.000742354,0,0,0,0,0,0.374046568,0,0,2.51589E-05,0,1.05236E-05,0,0,0,0,0,0,0.109324045,0.600293332,1.623634183,0.042523232,0,0.001432821,0.011251951,0,0,0.000688977,0,0,0,0,0,0,0,0,0.000368388,0,0,0.097225793,0,0,0,0.204268213,0,0,0,0.111705357,0.064546712,0.001363264,0,0,0.002975201,0,0,0,0,0,0,0,0.000168214,0,0,0.096919018,0.156805986,0.01557895,0.158401479,0.0034066,0.017394355,0,0,0,0,0,0,0
BLA,0.284531451,0.38126549,0.213219058,3.242650737,0,0.020086332,0.350674217,0.042854762,0.3196341,0,0,0,0.000550607,0,0.054052838,0,0.001673411,0.018631862,0,0,0,0.041228457,0,0.388513141,0.156093496,0.00087459,0.046110328,0.551687206,0,0,0.381301754,0,0,0,0,6.248227759,0,0.000579907,0,0,0,0.002308578,0,0.069760218,0,0,0,0.121518211,0.483934721,0.046725954,0,0,0.083377951,0.191345781,0.265622294,0,0,0.160134495,0.010974163,0,0,0,0.490176169,0,0,0,0.000141338,0,0,0,0,0,0,0,0,0,0.083817195,0,0.013015071,0.080248115,0.001704322,0.068145249,0,0,0,0,0.141878472,0.000853363,0,0,0,0.000169304,0,0,0.29225642,0.760232203,0.005592106,0.013545115,6.40948E-06,0,0.004661251,0,0.055501531,0,0,0.165445634,0,0,0,0,0.175498766,0.288799369,0.203565962,1.602077211,0.030330071,0,0,0.055374774,0,0,0,0.019924074,0,0.000124587,0,0,0,0,0,0.652396534,0,0,0,0.012934551,0,0,0.022498804,0.000254882,0,0,0,0,0.001120168,0.016337008,0.001002896,0,0.000383372,0.000664285,0,0.003999011,0,0,0,0,0,0.001715284,0.007236047,0.002894795,0,0.002008465,0,0,0,1.238836465,0.00032825,0,0,0,0,0,0,0,0,0,0,0,0.061468221,0.009229558,0.035319494,0.015154702,0.021354657,0,0.062530607,0,0.015238118,0.232185288,0,0,0,0,0,0,0,0.076250016,0.008411718,0,0,8.00397E-06,0,0,0.018769515,0.006998408,0,0.018998684,0,0.000202354,0,0.030512183,0,0,0,0,0
BMA,0.123233849,0,0,0,0,0.040250805,0,0.01384308,0,0,0,0,0,0,0,0,0.002041047,0,0,0.021190973,0,0.017296926,0,1.027383434,0.066956868,0,0.015539185,0.393663971,0,0,0,0.000286082,0.000544531,0.025123815,0,0,0,0,0,5.20804E-05,0.010599362,0.033592425,0,0,5.06023E-05,0.172417337,0.468761241,0,0,0.000469528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011199,0,0,0.000289513,0,0.151330672,0,0,0,0,0,0.566032472,0,0.307299428,0,0.006208809,0.127002818,0.009414336,0.030511045,0,0.000332416,0,0,0,0.008880087,0,0,0,0,0,0,0,0,0.070380976,0.206706021,0,0,0.026055103,0,0.111580146,0,0,0,0,0,0,5.43937E-05,0,0,0,0,0.07722769,0.009027442,0,0,0,0,0,0.080838825,0,0,0,0,0,0.017596952,0,0,0.004643629,0,0,0,0,0,0,0,0,0,0,0,0.008929514,0,0.027251023,0.013245559,0.001714905,0.009704636,0,0.027687941,0.001864042,0,0,0,0,0,0,0,0,0.002209805,0,0,0,0.199249695,0,0,0,0,0,0.000245481,7.13542E-05,0,0,8.12298E-05,0,0,0,0,0,0,0,0,0,0,0,0.254861422,0.006235127,0,0,0.099809175,0.183917102,0,0,0,0.102503478,0,0,2.0511E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69925E-05
BST,0.018581288,0,0,0,0,0.045063224,0,0,0,0,0,0,0,0,0,0,0.022990919,0,0,0,0,0.00407424,0.029905173,0,0,0,0,0.081083444,0.001137476,0,0,0.003178691,0,0.000254644,0.038551038,0,0,0.000318513,0.005981731,6.13403E-05,0,0.085631024,0,0,0.003572273,0,0,0,0,0,0.000100345,0,0,0.002057161,0.000603019,0,0,0,0.00644447,0,0,0,0,0.002377562,0,0,0,0.002488603,0,0,0,0,0,0,0.407855548,0,0.063346479,4.57071E-06,0,0.020863978,0,0.005156051,0,0,0.00017417,0,0.178062967,0.008211514,0,0,0,0.00674797,0.002576101,0,0,0,0.022840512,0.036843255,0,0.169200271,0,9.55804E-05,0,0,0.000456858,0.001934326,0,0,0,0,0,0,0,0.011275266,0.02770399,0,0.19070115,0,0.003009854,0.017507913,0.001114885,0,0,0.000114847,0,0,2.90474E-05,0.019520635,0,0,0.003124727,0,0,0,0.001075101,0.002674885,0,0.000191346,0.00070883,0.004609966,0,0.00024264,0.011718599,0,0.020811131,0.049594576,0.017208978,0.003244146,0,0.041313944,0.007627881,0,0,0.008361653,0.020488796,0,0,0,0,0.014918565,0,0,0,0.17100234,0,0,0.009625322,0.00778776,0.000170373,0.003664019,0.001033638,0.00263257,0,0,1.85912E-05,6.69235E-05,0,0,0,0.000202183,0,0,0,0.006775708,0,0.024482323,0.009514219,0.002024929,0.000124353,0,0.005391925,0,0,0,0.122384831,0.000245858,0,7.91495E-05,0.000740913,0,0,0,0,0,0,0,0,0.075069573,0,0,0,0.057903614,0
CA1,0,0,0,0,0,0,0,0.000770496,0,0,0,0,0.000191682,0.000134704,0.014830343,0,0,0,0,0,0,0.018112847,0.004716739,0,0,0,0,0.00181619,5.04879E-05,0.000826978,0,2.02854E-05,0,8.65925E-05,0.007158573,0,3.91202E-05,0.000136913,0,3.06518E-05,0,0,0,0,0,0.004342239,0.132699654,0.072671176,0.001066718,0.002779265,0,0,0,0,0,0,0,0,0.000921757,0,0,0,0.000737261,0,0,0,0,0,0,0,0,0,0.007910845,0.000101463,0,0.001598171,0,0,0,0.042000747,0.000560673,0,6.48825E-06,0,0,0,0,0,0,0,0,5.13335E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35422E-05,0,0,6.07332E-05,0,0,0,0,0.00341294,0.000801712,0,0,0,0,0,0,0,0.000201797,0,0,0,0,0.017609224,0.004287919,0,0,0,0,0,3.06331E-05,0,9.38043E-05,0,0.000711049,0,0,0,0,0,0,0,0,3.93571E-06,0,0,0,1.53487E-06,0,0,0.003655896,0,0,0.000925131,0,0,0,0.003047901,0,0,0,0,0,0,0,0,0,0,2.27881E-06,0,0,0,0,0,0,0.005432726,0,0,0,0.32313524,0.067231621,0,0,0,0,0.013246299,0,0,0.001689642,0,0,0,0,0,0,0,0.002929017,0,0,0,0,0,0,0,0,0,0,0
CA2,0.003087215,0.024749447,0,0,0,0,0,0.007517734,0,2.63944E-05,0.001583571,0.000567338,0.005941634,0.002766322,0,0,0.000492662,0,0,0,0,0,0,0,8.463549025,0.304206151,2.37819831,0,0.000489998,0.007963033,0,0,0,0.000317493,0,0,0,0.003358908,0,0.000411248,0.929281728,0,0,0,0,0.01878137,0,0,0.001304169,0,0.000688824,0,0.000952506,0,0,0,0,0,0,0.000583633,0.00221325,0,0,0,0.00205426,0,0.001544843,0,0.001526593,0,0,0,0,0.001038145,0.02670543,0.01360108,0.027220707,0.003678004,1.067059523,0,0,0.004149475,0,0.004591615,0,0.000587881,0,0.000301185,0.001097697,0,0,0.000254022,0.001528007,0.00799341,0,0.039602906,0,0.007097135,0,0,0,0,0.096083793,0,0,0.001270582,0.000164567,0,0,0,0,0,0.006436247,0.000445173,0,0,0,0.036458657,0,0,0,0.000377665,0,0.002897532,0,0,0.001721162,0,0,0.012161583,7.8803E-08,0.009600223,0,0.020265206,0,0,0.051182702,0,0,0,0,0,0,0,0,0.001560608,0.000120568,0,0,0,0,0.002430204,0,0,0,0,0.002330049,0,0,0,0,0,0,0.008943651,0.000596406,0.006741945,0,0,0,0,0,0,1.62029E-05,0.000604806,0.000510499,0,0,0,0,0,0.251177372,0.011907757,0,0,1.003666449,0,0.005282982,0,0,0,0,0,0,0,0.002230857,0,0.023640055,0.001640487,0,0.000424259,0,0,0,0,0,0.00118013,0.004477992,0,0,0,0,0,0
CA3,0.0001752,0,0.009819225,0,0.011267606,0,0,0,0,0,0,0,0.00011021,0,0.013403916,0,0,0,0,0,0.003292144,0,0,0,2.330801148,0.137871464,1.16278458,0,0,0,0,0,0,0,0,0,0,0,0,6.18583E-05,0.24720636,0,0,0.001070767,0,0,0.019203452,0.046542588,0,0,8.26246E-05,0,0,0,0,0,0,0,0,0,0,0,0.011471761,0,0,0,0,0,0,0,0.043527629,0.007585905,0.010489,0,0,0,0.005376635,0,0.296584241,0.42195007,5.39837E-05,0.00078062,0,0,0,0,0,0.000652415,0,0,0.000637852,5.64007E-05,0,0.000496326,0,0,0,0,0,0,0.034096712,0,0.036633224,0,0,0,1.48055E-05,0,0,0,0,0,0,0.001275247,0.000194204,0,0,0.002077589,0,0,0,0.002005634,0,0.000193878,0,0,0,0,0,0,0,0,0,0,0.000646314,0,0,0.00020981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000315356,0,0,0,0.064911812,0,0,0,0,0,0,0,0,0,4.23117E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.778726202,0,0,0,0,0.003130024,0,0.047498132,0.010645197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA,0,0.022229846,0.012437287,0,0,0,0,0,0,0.002876465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7282E-05,0,0,0.001341664,0,0.023046196,0.000356333,0,0,0,0.202127369,0,0,0.013631552,0.000158675,0,0,0,0,0.00089313,0,0,0,0,0,0,4.38417E-06,0.001765317,0,0.001399029,0,0.047036275,0,0,3.44246E-05,0,0.000800916,0,0.00146306,0,0,0,0.187792202,0,0.002638296,0,0,0,0,0.090269307,0,0,0.004819604,0,0,0,0.005614229,0.009652479,0,0.012568278,0.025862305,0,0,0,0.00129665,0.0006583,0,0,0,0.020990894,0.054585416,0,0,0,0.267973978,0,0.004991818,0,0,0.000865149,0,0,0,0,0.056399247,0.020868467,0.006411946,0.003993235,0,0,0,0.138131592,0.000294317,0.145943332,0.096679616,0.009026821,0,0,0,0,0.001787178,0.01536641,0.012434012,0,0.058327809,0,0,0.002563427,0.001860376,0.008279431,0.008272146,0.001247562,0,0.09839191,0.02397302,0.000437114,0.013171926,0,0,0,0.003640782,0,0,0,0,0.002263619,0,0.000157505,0,0.051556612,0.000772829,0,0,0.00502486,0,0,0,0,0.151539165,0,0,0.015655055,0,0.002465719,0.002544601,0.001959594,0.01891384,0.003336234,1.38636E-05,0.006204838,0.016933857,0.042806851,0,0.005417959,0.004102719,0,0.016206805,0.017685959,0.022377633,0.001679547,0,0.004442075,0.022243752,0.002401291,0,0,0,0,0,0,0.038386752,0,6.56178E-06,0.010133717,0,0,0.000992242,0,0.000393936,0,0.000518485,0,0,0,0,0,0.022663296,0.006122721
CENT,5.66271E-05,0,0,0,0,0,0.000254276,0.000417193,8.80419E-05,0.000252466,0,0,0,0.000132951,0,0.004813758,0,0.000284146,0.000353362,5.12028E-05,0,0.000147612,0.000522087,0,0,0,0,0.004635605,0.079757079,0,0,0.000274414,0.000699752,0.000524416,0.000390839,0,0,0.025570236,0,0,0.000455549,0,0,0,0.00017558,0.000462551,0.00110102,0.000203001,0,0,0,0.001453084,0,0,9.26072E-05,0,0,0.000727487,5.37422E-05,0,0.001606664,0,0,0.000399258,0,0,0.000151794,0,0,0.010912185,0,0,0,0,0,0,0,0.000748722,0,0,0,0,0.001885253,0.004584983,0,0,0.000229099,0,0,0,0,0,0,0.001971801,4.70185E-06,0,0,0,0,0.025871059,0,0.002589167,0,0,0,0.00030924,0.0025348,3.62408E-05,0.00041481,0.002426423,0,0,2.40046E-05,0.000554816,8.21954E-06,0.000209651,0,5.19329E-05,0,0.003750103,0.000658194,0.000164594,0.002302541,0.002119809,0,0,0,0,0.00128668,0,0,0.001113998,0,4.23038E-06,0,0.000744152,0.000122799,0,0,0,0,0,0,8.60653E-06,0,0,0,0,0.000998896,0,0,0,0,0.000113532,0.001097648,0,0,0,0,0,0.002896891,0,0,0,0,0,0.001341273,0.000862788,0,0.000591194,9.55631E-05,0,0.003085824,0,0,0,0.001544695,0,0.000417005,0.000474386,0,0.000215426,0.001569197,0.000176875,0.000180897,0,7.7145E-05,7.03629E-05,0.001664588,0.000126211,0.000339072,0,0,0,0,0.00020447,0.000171007,0,0,0.000126838,0.000113886,8.63379E-05,5.38752E-05,0.00040076,3.44042E-05,0,6.21326E-05,0,0.000416721,0.000541343,0.002085757,0.000758572,0
CL,0,2.031371299,2.324819852,0.76124742,0,0,0,0,0,0,0.058051853,0.014551745,0.005452636,0,0,0,0.00029159,0,0,0,0.030654108,0,0,0.109386628,0,0,0,0,0.00355291,0,0,0.000531115,0.004929997,0,0,0,0,0.013950914,0,0,0,0.001811954,0,0,0,0,0,0,0,0,0.001598957,0,0,0,0,0,0,0,0,0,0.000740623,0,0.234846071,0.005703568,0,0,0,0,0.000530912,0,0,0,0,0,0,0,0.01371574,0.000141043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399168,0,0,0.389565594,1.547937883,0,0,0,0,0,0,0,0,0,0.001284872,0.000314718,0,0,0,0,0,0,0.109251615,0,0,0.18547871,0,0,0,0,0,0.012172985,0,0,0,0,0.016461679,0,0.180167359,0,0,0,0,0,0,0,0.001599499,0,0,0,0,0,0,0,0,0,0,0,0,0.006526902,0.006657188,0,0,0,0,0.24031359,0,0.034488539,0,0,0,0,0,0.000883633,0,0,0,0,0.009501343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202339643,0,0,0,0,0,0,0,0,0,0.003868808,0,0,0,0,0,0,0.243357715,0,0,0,0.008027075,0,0,0.041994527,0,0,0,0
CLA,0.22394756,0.765976162,0.64311333,0,0.003210074,0,1.069983592,0.13021353,0.759623524,0.001159766,0.021050777,0.015795516,0,0.003282481,0.148762613,0,0.001551937,0,0.071496892,0.922352373,0,0.482781949,0.19550264,0.118826066,0,0,0,0.220019135,0,0.014735052,0.549397407,0.00873328,0.061327941,0.108242843,0,0,0,0,0.015756674,0,0,0.087340342,0,0.041208816,0.006349373,1.419555107,2.95303208,0.479800316,1.433348403,0.081736329,0,0,0.048698268,0,0,0.237432515,0,1.337666075,0.038235778,0,0,0,0.756826887,0.0696713,0,0,0,0.028689414,0.18439078,0,0,0,0,0.012205785,0.696052074,0,0.092183426,0,0,0,0.000506254,0.012539579,0,0.085855054,0,0,0.250708237,0.010111654,0,0.028265816,0,0,0.000683956,0,1.149956297,1.624981631,0.005257034,0.052488984,0,0,0,0,0.011057784,0,0,0.053275192,0,0,0,0.027165456,0.006302815,0.220934701,0.14119996,0,0,0,0.316597082,0.275992913,0,0.168577183,0.018673634,1.339533244,0.047446226,0,0,0,0,0.054178686,2.111329114,0.557007883,0.004581805,0.027296383,0,0.161777303,0,0.031497482,0.279182835,0,0,0,0,0,0.030013352,0.268544117,0.02329765,0.218917483,0.000604129,0.001031704,0,0.017638441,0.230434314,0.061039272,0,0,0.101712827,0.227176716,0.560221924,0.534142277,0.017721782,0.00243693,0,0,0,0.649079752,0,0.070382217,0.230893311,0,0,0.03037512,0.031712412,0,0,0,0,0,0,0.326820332,0.280554202,0.612398354,0.128043182,0,3.630893226,0.047337088,0,0.07850982,0.008948182,0,0,0.900594051,0,0,0,0.201954308,0.047727049,0.000726647,0.017048661,0,0.002182512,0.517123064,0.068099946,0.293777546,0.044072055,0.700933954,0.100744663,0.233725327,0.157299432,0.012042351,0,0,0.052105421,0.142952333,0.00487963
CLI,0.56605774,0.095106116,0.166248198,4.68615233,0,0,0.104826229,0.070361416,0.073562407,0.109609143,0,0,0,0.013230952,0.549889515,0,0,0,0,0,0,0.32700409,0.216160524,1.135953782,0,0,0,0.738241181,0,0,0.186834303,0,0.396476949,0.098324343,0.089642923,3.91630595,0,0,0,0,0,0,0,0.018769186,0.193406893,0,0,0,0.510248392,0.095788034,0,0,0.006889083,0.315849759,0.785451469,0.182576711,0,0.075452329,0.061249482,0,0,0,0.434724165,0.083253004,0.556923963,0,0.015923539,0.369017028,0.020832857,0,0,0,0,0.69206213,8.134960049,0,3.041298274,0.003901951,0.23442099,1.949656736,0,0.713800521,0,0.756959104,0.030617665,0.008752661,0.365562432,0,0,0,0,0.032953846,0,0.044524891,0.32890351,0.303039986,0,0,0,2.097430725,0.496415583,0,4.182128694,0.123213034,0,0.044456752,0,0,0,0.008275636,0.140949706,0.025654874,0.21455429,3.037656231,0,0.060722302,0,0.014145721,0.127583055,0,0.192237837,0.013170599,0.319557613,0,0,0,0.186991929,0,1.381733694,0.132405579,0.098845116,0,0,0.031990249,0,0,0.025424399,0,0,0,0,0.010758343,0.085035994,0.049519404,0,0,0.007685461,0,0,0,0,0,0,0,0.042187234,0,0.048948956,0,0,0,0,0,0.032844814,4.924071597,0,0,0.758044728,0.708157739,0.00999399,0.061063295,0,0.10183297,0,0.002657188,0.012465431,0.004015732,0.115252952,0.06149976,0.027415794,0.00412076,0.060898617,0.093626625,0.059150805,0.128701427,0,0,0.242509181,0.039875876,0,0,0.175754599,0,0.010982611,0.147696711,0.056296683,0.114342448,0.050895496,0,0.451938608,0.005178645,0.014662574,0,0.000462339,0.020093659,0.002658841,0,0,0,0,0.013018041,0.064141349,0.342445642,0.002346346
CM,0.033266311,0.097924369,0,0,0,0,0.557357207,0.218209136,0.031901569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306023681,0,0,0,0,6.469452055,0,0,0,0,0,0,0,0,0,0.084843698,0,0,0.076249981,0.015605003,0,0,0.066771401,0.052894757,0.360666368,0,0,0.509111123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189599,0,0,0,0,0,0,0,0,0,0,0,0,0.078828292,0.438373961,0,0,0,0,0,0,0,0,0,0.000883974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180391875,0,0,0,0,0,0,0.025880568,0.071310043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172095103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185912368,0,0,0,0,0,0,0.067590586,0,0,0,0,0,0,0,0,0,0.22994083,0,0,0,0,0,0,0,0,0,0,0,0,0
COAa,0.916372709,0,0,2.419431953,0,0.027336369,0.410899953,0.204046775,0.304430266,0,0.001427335,0.000699789,0,0.014019738,0.350704178,0,0,0,0,0,0,2.56885936,0.884906103,0,0,0,0,0.820627426,0,0,0.004355936,5.13604E-05,0,0.093718458,0.390147541,0,0,0,0,0,0,0,0,0.074504509,0,0.03869512,0.703114076,0.076959051,0.440125814,0.778643282,0,0,0,0.41354899,0.001131968,0.001530801,0,0.035599343,0.243330151,0,0,0,0.181210741,9.1022E-05,2.3849E-05,0,0.000110413,0,0.226094335,0,0,0.001090578,0.003341389,0,0.859580555,0,0.163120768,0,0,0.041843395,0,0.355175124,0,0.004439526,0,0,0.868504672,0.016556164,0,0,0,0,0,0,0,0,0,0,0,0,0.045666717,0,0.486319083,0,0,0.446926582,0,0,0,0,0,0.022579753,0.020543856,1.954504776,0,0.772404432,0,0.007822424,0,0,0,0.189946866,0,0,0,0,0,0.021897657,5.763962095,0,0.002278267,0,0,0,0,0,0,0,0,0,0,0,0.002714209,0,0,0.026681062,0.001710956,0,0,0.022186173,0.046937732,0.001671514,0,0,0,0,0,0,0,0.00172493,0,0,0,1.832591233,0,0,0,0,0,0,0.001967128,0,0,0.000271636,0,0,0,0,0,0,0,0,0,0.000719715,0,0,0.007895666,0,0,0,0.66592078,0,0,0.270214572,0.015275846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042903877,0
